target_project_id,in_degree,in_strength,target_coverage,target_role,target_category_label,target_category_source,cumulative_weight_share
290227969,3,3430,0.01020408163265306,expanded_target_project,not_in_dbms_metadata,unavailable,0.024680875559457166
71133469,4,2335,0.013605442176870748,expanded_target_project,not_in_dbms_metadata,unavailable,0.041482579475297536
927442,18,2188,0.061224489795918366,seed_project,"Object Oriented,Relational",seed_manifest,0.05722653158144689
168736310,1,2177,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.07289133219163296
354090893,3,2043,0.01020408163265306,expanded_target_project,not_in_dbms_metadata,unavailable,0.08759192366917552
354129853,1,2017,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.10210542979262308
383875967,1,2014,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.11659734914444428
540262346,1,2012,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.13107487731518125
355030559,1,2009,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.14553081871429188
355035157,1,2009,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.15998676011340252
354126484,1,2008,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.17443550592197102
354094562,1,2007,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.18887705613999742
354125784,1,2006,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.2033114107674817
355032495,1,2006,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.21774576539496596
354136133,1,2005,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.23217292443190812
490557661,1,2005,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.2466000834688503
355015152,1,2004,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.2610200469152503
323830219,2,2003,0.006802721088435374,expanded_target_project,not_in_dbms_metadata,unavailable,0.27543281477110826
355033263,1,2002,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.28983838703642406
354080507,1,2000,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.30422956812065566
354123935,1,1999,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.3186135536143451
355027797,1,1997,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.3329831479269504
457577836,1,1431,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.34328003799271806
125238132,1,1118,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.3513247082188035
6207167,12,1110,0.04081632653061224,expanded_target_project,not_in_dbms_metadata,unavailable,0.35931181372055204
105088940,3,1054,0.01020408163265306,expanded_target_project,not_in_dbms_metadata,unavailable,0.3668959661519421
27576132,10,1026,0.034013605442176874,expanded_target_project,not_in_dbms_metadata,unavailable,0.37427864204815287
298565987,3,893,0.01020408163265306,expanded_target_project,not_in_dbms_metadata,unavailable,0.3807043044022623
1064563,25,869,0.08503401360544217,expanded_target_project,not_in_dbms_metadata,unavailable,0.38695727258336093
688586835,1,858,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.39313108926849627
31315121,5,853,0.017006802721088437,expanded_target_project,not_in_dbms_metadata,unavailable,0.399268928000921
166282681,1,836,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.40528444169412986
225690537,1,803,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.4110625008994488
276685482,1,785,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.4167110394750097
306769011,2,782,0.006802721088435374,expanded_target_project,not_in_dbms_metadata,unavailable,0.4223379912789443
358917250,11,726,0.03741496598639456,expanded_target_project,not_in_dbms_metadata,unavailable,0.4275619900125203
507775,13,721,0.04421768707482993,seed_project,Document#dbdbio>|<dbengines#Search Engine,seed_manifest,0.4327500107933858
197814629,34,692,0.11564625850340136,expanded_target_project,not_in_dbms_metadata,unavailable,0.4377293594485299
67836789,14,680,0.047619047619047616,expanded_target_project,not_in_dbms_metadata,unavailable,0.4426223610171687
13258039,1,680,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.44751536258580743
6934395,23,642,0.0782312925170068,seed_project,Key-value,seed_manifest,0.4521349317138458
27522271,27,639,0.09183673469387756,expanded_target_project,not_in_dbms_metadata,unavailable,0.45673291407025773
28366058,6,623,0.02040816326530612,expanded_target_project,not_in_dbms_metadata,unavailable,0.4612157669779959
205564111,5,610,0.017006802721088437,expanded_target_project,not_in_dbms_metadata,unavailable,0.4656050772086865
4524181,7,604,0.023809523809523808,expanded_target_project,not_in_dbms_metadata,unavailable,0.46995121389612443
141339868,4,604,0.013605442176870748,expanded_target_project,not_in_dbms_metadata,unavailable,0.47429735058356237
83502071,1,579,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.47846359750744744
23357588,21,550,0.07142857142857142,expanded_target_project,not_in_dbms_metadata,unavailable,0.4824211723056111
602665730,1,523,0.003401360544217687,expanded_target_project,not_in_dbms_metadata,unavailable,0.4861844661591377
27729907,18,520,0.061224489795918366,expanded_target_project,not_in_dbms_metadata,unavailable,0.4899261732410379
